City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Lompoc,US,34.6391,-120.4579,67.01,53,0,17.27,clear sky
348,Santo Augusto,BR,-27.8508,-53.7772,88.52,39,49,3.98,scattered clouds
349,Sao Borja,BR,-28.6606,-56.0044,94.95,20,4,14.03,clear sky
350,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.24,78,3,10.51,clear sky
351,Chunskiy,RU,56.0815,99.6342,-47.0,100,54,3.49,broken clouds
352,Neiafu,TO,-18.65,-173.9833,83.08,83,40,11.5,light rain
353,Tuy Hoa,VN,13.0833,109.3,72.09,93,99,6.29,overcast clouds
354,Constitucion,CL,-35.3333,-72.4167,71.28,59,11,17.54,few clouds
355,Cortez,US,37.3489,-108.5859,30.7,66,0,4.61,clear sky
356,Yumen,CN,40.2833,97.2,3.36,58,95,7.67,overcast clouds
357,Westport,US,41.1415,-73.3579,41.76,76,100,8.05,overcast clouds
358,Bognor Regis,GB,50.7821,-0.6798,33.28,92,52,5.99,broken clouds
359,Bonthe,SL,7.5264,-12.505,77.31,72,5,8.66,clear sky
360,Floresta,BR,-8.6011,-38.5686,85.98,43,99,2.75,overcast clouds
361,Myitkyina,MM,25.3833,97.4,51.75,57,90,2.59,overcast clouds
362,Bathsheba,BB,13.2167,-59.5167,81.21,69,20,23.02,light rain
363,Novobirilyussy,RU,56.9514,90.6661,-6.95,81,100,9.46,overcast clouds
364,Siguiri,GN,11.6667,-9.5,83.91,16,100,0.63,overcast clouds
365,Beloha,MG,-25.1667,45.05,76.28,75,100,15.97,overcast clouds
366,Sita Road,PK,27.0333,67.85,51.53,23,0,6.62,clear sky
367,Smithers,CA,54.7804,-127.1743,23.99,94,100,1.45,overcast clouds
368,Ganzhou,CN,28.8184,115.4327,45.16,90,100,3.71,overcast clouds
369,Omagh,GB,54.6,-7.3,45.61,99,100,2.48,overcast clouds
370,Winneba,GH,5.3511,-0.6231,80.8,83,42,8.75,light rain
371,Namibe,AO,-15.1961,12.1522,72.88,79,100,4.38,overcast clouds
372,Vao,NC,-22.6667,167.4833,79.36,86,100,16.87,overcast clouds
373,Acarau,BR,-2.8856,-40.12,80.17,78,44,13.98,scattered clouds
374,Sambava,MG,-14.2667,50.1667,76.64,84,100,3.87,overcast clouds
375,Komsomolskiy,UZ,40.4272,71.7189,21.92,79,94,4.61,mist
376,Port Hardy,CA,50.6996,-127.4199,39.67,80,100,6.29,overcast clouds
377,Port Hawkesbury,CA,45.6169,-61.3485,30.18,88,19,1.99,few clouds
378,Suleya,RU,55.1352,58.8792,12.54,89,100,6.73,overcast clouds
379,Villa Bruzual,VE,9.3328,-69.1208,85.51,46,100,2.71,overcast clouds
380,Davila,PH,18.4726,120.5763,76.26,75,76,5.44,broken clouds
381,Urumqi,CN,43.801,87.6005,-6.65,84,0,2.24,clear sky
382,Payo,ID,-3.7508,103.6372,71.22,99,100,2.68,light rain
383,Kasempa,ZM,-13.4584,25.8338,63.16,98,100,6.06,light rain
384,Pottstown,US,40.2454,-75.6496,40.33,81,100,1.01,light rain
385,San Patricio,US,28.017,-97.5169,71.55,22,0,12.19,clear sky
386,Swan Hill,AU,-35.3378,143.5544,65.89,68,3,8.63,clear sky
387,Udarnyy,RU,54.3409,42.8611,20.64,89,100,5.03,overcast clouds
388,Srandakan,ID,-7.9386,110.2506,76.12,89,90,5.35,overcast clouds
389,Sitka,US,57.0531,-135.33,39.09,75,100,16.11,light rain
390,Muyezerskiy,RU,63.9333,31.65,10.92,95,50,9.44,scattered clouds
391,Lander,US,42.833,-108.7307,18.99,81,100,0.0,light snow
392,Pervomayskoye,RU,43.919,46.7102,38.98,71,5,23.85,clear sky
393,Ajaccio,FR,42.0,8.9167,39.25,75,0,4.61,clear sky
394,Alice Springs,AU,-23.7,133.8833,60.35,63,3,4.61,clear sky
395,Willmar,US,45.1219,-95.0433,17.62,86,100,3.44,fog
396,Bereda,ES,43.2686,-7.5406,31.14,100,68,2.75,broken clouds
397,Kurilsk,RU,45.2333,147.8833,16.36,81,100,18.45,light snow
398,Pinawa,CA,50.1489,-95.8811,25.95,87,66,7.58,broken clouds
399,Thinadhoo,MV,0.5333,72.9333,80.74,76,56,11.59,broken clouds
400,Karaton,ID,-6.3424,106.1045,73.99,95,99,4.5,light rain
401,Saint-Pierre,RE,-21.3393,55.4781,74.88,83,75,1.14,light rain
402,Airai,TL,-8.9266,125.4092,60.75,92,100,1.57,overcast clouds
403,Kaka,TM,37.3482,59.6143,28.13,55,0,4.03,clear sky
404,Litovko,RU,49.2361,135.1742,-37.08,99,11,2.53,few clouds
405,Aklavik,CA,68.2191,-135.0107,-2.92,93,100,12.06,overcast clouds
406,Hamilton,US,39.1834,-84.5333,36.25,92,100,1.01,moderate rain
407,Pochutla,MX,15.7432,-96.4661,87.82,45,2,9.46,clear sky
408,Avera,US,33.194,-82.5271,47.71,99,100,6.46,moderate rain
409,Skaudvile,LT,55.4167,22.6167,28.71,92,97,5.41,overcast clouds
410,Campbellsville,US,37.3434,-85.3419,44.15,68,100,3.0,overcast clouds
411,Mahajanga,MG,-15.7167,46.3167,78.82,94,75,13.8,thunderstorm with light rain
412,Gazli,UZ,40.1333,63.45,23.79,67,79,5.84,broken clouds
413,Saint-Francois,FR,46.4154,3.9054,31.44,88,100,9.22,overcast clouds
414,Chernyshevskiy,RU,63.0128,112.4714,-34.06,95,99,8.75,overcast clouds
415,Rio De Janeiro,BR,-22.9028,-43.2075,82.4,69,0,14.97,clear sky
416,Dhidhdhoo,MV,6.8833,73.1,79.81,75,100,8.3,overcast clouds
417,Usinsk,RU,65.9939,57.5281,22.44,95,100,11.61,overcast clouds
418,Margate,GB,51.3813,1.3862,40.69,78,39,5.01,scattered clouds
419,Khash,IR,28.2211,61.2158,32.52,54,0,5.08,clear sky
420,Moree,AU,-29.4667,149.85,71.04,76,16,12.12,few clouds
421,Sena Madureira,BR,-9.0656,-68.6569,84.6,63,100,3.53,overcast clouds
422,Hasaki,JP,35.7333,140.8333,38.21,87,100,10.87,light rain
423,Coruripe,BR,-10.1256,-36.1756,79.59,79,89,12.95,overcast clouds
424,Makakilo City,US,21.3469,-158.0858,80.92,57,0,9.22,clear sky
425,Jinka,ET,5.65,36.65,72.43,34,100,0.81,overcast clouds
426,Toyooka,JP,35.5333,134.8333,37.67,95,100,3.2,light rain
427,Okha,RU,53.5739,142.9478,-21.24,90,99,18.03,overcast clouds
428,Koumac,NC,-20.5667,164.2833,80.8,78,97,2.39,overcast clouds
429,Teguise,ES,29.0605,-13.564,61.02,63,20,16.11,few clouds
430,Panaba,MX,21.2833,-88.2667,92.26,31,29,13.8,scattered clouds
431,Hami,CN,42.8,93.45,8.74,32,0,10.22,clear sky
432,Lakes Entrance,AU,-37.8811,147.981,61.52,79,100,2.55,overcast clouds
433,Kavieng,PG,-2.5744,150.7967,81.23,78,100,9.73,moderate rain
434,Viedma,AR,-40.8135,-62.9967,76.37,43,0,13.78,clear sky
435,Point Pleasant,US,40.0832,-74.0682,42.12,73,100,4.61,moderate rain
436,Merritt Island,US,28.5392,-80.672,83.08,60,0,12.66,clear sky
437,Amboasary,MG,-25.0333,46.3833,75.43,83,100,9.66,overcast clouds
438,Ericeira,PT,38.9627,-9.4156,51.35,74,12,11.99,few clouds
439,Salamiyah,SY,35.0113,37.0532,50.05,70,0,4.41,clear sky
440,Dwarka,IN,22.2394,68.9678,65.41,44,0,15.1,clear sky
441,Harper,LR,4.375,-7.7169,79.54,80,26,9.51,scattered clouds
442,Abha,SA,18.2164,42.5053,50.25,87,0,0.0,clear sky
443,Port Said,EG,31.2565,32.2841,63.81,74,64,11.32,broken clouds
444,Tessalit,ML,20.1986,1.0114,69.76,13,0,9.08,clear sky
445,San Andres,CO,12.5847,-81.7006,84.22,70,40,12.66,light rain
446,Quatre Cocos,MU,-20.2078,57.7625,78.1,81,100,6.76,overcast clouds
447,Grand Gaube,MU,-20.0064,57.6608,78.39,77,100,8.46,light rain
448,Zhaotong,CN,27.3167,103.7167,29.44,84,93,7.65,overcast clouds
449,Comodoro Rivadavia,AR,-45.8667,-67.5,63.01,57,38,13.6,scattered clouds
450,Bahia De Caraquez,EC,-0.6,-80.4167,82.58,67,96,10.2,overcast clouds
451,Kulhudhuffushi,MV,6.6221,73.07,79.81,74,100,9.33,overcast clouds
452,Biltine,TD,14.5333,20.9167,76.12,15,73,8.32,broken clouds
453,Yilan,TW,24.757,121.753,68.36,99,98,2.15,overcast clouds
454,Pachino,IT,36.7186,15.0907,49.23,71,25,16.2,scattered clouds
455,Manali,IN,13.1667,80.2667,80.69,72,88,8.52,overcast clouds
456,Dingle,PH,10.9995,122.6711,73.26,94,100,8.79,overcast clouds
457,Goderich,CA,43.7501,-81.7165,33.91,94,100,1.5,light snow
458,Camapua,BR,-19.5314,-54.0439,79.61,82,97,5.44,overcast clouds
459,Svobodnyy,RU,51.4,128.1333,-25.49,96,100,5.84,overcast clouds
460,Kurchum,KZ,48.5722,83.6542,-23.94,91,10,3.33,clear sky
461,Nome,US,64.5011,-165.4064,-7.53,71,0,21.85,clear sky
462,Ati,TD,13.2154,18.3353,75.6,16,59,10.49,broken clouds
463,Arlit,NE,18.7369,7.3853,72.1,11,0,4.7,clear sky
464,Laguna,US,38.421,-121.4238,57.49,43,0,20.71,clear sky
465,Ambulu,ID,-8.345,113.6058,73.18,91,88,3.24,overcast clouds
466,Iwo,NG,7.6333,4.1833,80.67,58,17,4.54,few clouds
467,Talcahuano,CL,-36.7167,-73.1167,73.08,60,0,16.11,clear sky
468,Zenica,BA,44.2014,17.9064,34.41,98,100,4.72,overcast clouds
469,Kortkeros,RU,61.8106,51.5806,-2.27,100,100,2.98,overcast clouds
470,Korla,CN,41.7597,86.1469,11.03,68,2,9.24,clear sky
471,Yinchuan,CN,38.4681,106.2731,16.77,36,47,6.49,scattered clouds
472,Ostrovnoy,RU,68.0531,39.5131,26.74,88,97,21.97,overcast clouds
473,Tigil,RU,57.8,158.6667,-26.09,100,73,4.74,broken clouds
474,Yichang,CN,30.7144,111.2847,42.73,68,95,2.73,overcast clouds
475,Havelock,US,34.8791,-76.9013,59.0,86,100,1.99,overcast clouds
476,Salina,US,38.8403,-97.6114,36.01,78,0,6.91,clear sky
477,Shizunai,JP,42.3339,142.3669,18.46,70,69,8.43,broken clouds
478,Hauterive,FR,46.0901,3.4459,32.76,97,100,6.6,light snow
479,Havre,FR,49.5833,0.3333,38.97,81,100,4.61,overcast clouds
480,Vigrestad,NO,58.5667,5.7,33.58,80,100,15.41,overcast clouds
481,Itanhaem,BR,-24.1831,-46.7889,82.44,77,91,10.22,overcast clouds
482,Saint George,US,37.1041,-113.5841,42.26,46,0,11.01,clear sky
483,Champerico,GT,14.3,-91.9167,93.74,62,13,12.71,few clouds
484,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,83,100,18.41,overcast clouds
485,College,US,64.8569,-147.8028,-12.68,77,100,0.0,overcast clouds
486,Astoria,US,46.1879,-123.8313,47.93,82,40,5.75,scattered clouds
487,Vardo,NO,70.3705,31.1107,30.18,93,0,26.46,clear sky
488,Oranjemund,NA,-28.55,16.4333,64.0,93,29,8.66,scattered clouds
489,Oyem,GA,1.5995,11.5793,71.37,79,99,3.06,overcast clouds
490,Aykhal,RU,66.0,111.5,-26.45,83,100,5.17,overcast clouds
491,Cuauhtemoc,MX,28.4167,-106.8667,60.26,6,0,8.03,clear sky
492,Palana,RU,59.1167,159.9667,-1.35,98,100,3.06,light snow
493,Asaba,NG,6.2006,6.7338,84.49,53,90,7.85,overcast clouds
494,Waipawa,NZ,-41.4122,175.5153,58.14,75,80,8.41,broken clouds
495,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,79.7,88,39,4.27,scattered clouds
496,Bjelovar,HR,45.8986,16.8489,33.64,97,100,9.6,overcast clouds
497,Fort Payne,US,34.4442,-85.7197,48.42,76,100,5.75,overcast clouds
498,Mizan Teferi,ET,6.9833,35.5833,64.4,57,100,2.62,overcast clouds
499,Benghazi,LY,32.1167,20.0667,57.25,53,0,16.2,clear sky
500,Anito,PH,12.4497,125.2886,77.25,89,99,11.92,heavy intensity rain
501,Dharmapuri,IN,12.1333,78.1667,63.88,91,89,4.16,overcast clouds
502,Oxford,GB,51.7522,-1.256,34.2,97,99,0.0,mist
503,Cristalina,BR,-16.7686,-47.6136,68.65,87,98,4.32,overcast clouds
504,Buta,CD,2.7858,24.73,72.1,60,45,1.86,scattered clouds
505,Talnakh,RU,69.4865,88.3972,-9.72,95,99,3.69,overcast clouds
506,Maloy,NO,61.9353,5.1136,39.72,72,100,28.57,overcast clouds
507,Benito Juarez,MX,19.385,-99.165,76.95,29,20,4.61,few clouds
508,Bereslavka,RU,48.6254,44.0449,18.37,81,28,14.14,scattered clouds
509,Tuatapere,NZ,-46.1333,167.6833,55.35,56,45,6.15,scattered clouds
510,Biskamzha,RU,53.4497,89.5272,-0.45,84,100,2.26,overcast clouds
511,Sabha,LY,27.0377,14.4283,55.6,21,0,2.19,clear sky
512,Aosta,IT,45.7667,7.4167,19.83,49,10,1.99,clear sky
513,Ruteng,ID,-8.6136,120.4721,61.72,83,100,0.69,overcast clouds
514,Lazaro Cardenas,MX,17.9583,-102.2,81.64,57,0,8.08,clear sky
515,Puri,IN,19.8,85.85,63.12,76,15,4.29,few clouds
516,Serenje,ZM,-13.2325,30.2352,60.85,99,100,7.4,moderate rain
517,Milkovo,RU,54.7167,158.6167,-30.44,85,13,0.45,few clouds
518,Mashhad,IR,36.297,59.6062,23.14,80,5,4.61,clear sky
519,Viraganur,IN,11.4833,78.7333,68.07,86,93,4.0,overcast clouds
520,La Ronge,CA,55.1001,-105.2842,32.25,80,100,17.27,overcast clouds
521,Kavaje,AL,41.1856,19.5569,51.96,67,100,8.75,overcast clouds
522,Trinidad,BO,-14.8333,-64.9,91.38,58,40,9.22,scattered clouds
523,Sinnamary,GF,5.3833,-52.95,77.77,82,87,12.17,overcast clouds
524,Tall Kayf,TR,37.0833,41.0667,47.57,46,0,1.61,clear sky
525,Guamuchil,MX,25.4667,-108.1,77.68,11,0,5.91,clear sky
526,Lata,PT,40.1629,-8.3327,44.08,73,6,4.34,clear sky
527,Shenjiamen,CN,29.9576,122.298,48.67,92,100,14.81,overcast clouds
528,Mana,GF,5.6592,-53.7767,77.61,80,98,12.33,overcast clouds
529,Olafsvik,IS,64.8945,-23.7142,31.3,51,34,37.09,scattered clouds
530,Ixtapa,MX,20.7,-105.2,77.23,69,20,12.66,few clouds
531,Surab,PK,28.4914,66.2585,29.86,66,0,5.91,clear sky
532,Togur,RU,58.3631,82.8265,3.51,96,100,8.59,light snow
533,Saint Anthony,US,45.0205,-93.218,21.65,91,100,5.75,mist
534,Kudinovo,RU,54.9994,36.2533,27.86,90,100,4.25,overcast clouds
535,Igarka,RU,67.4667,86.5833,-8.59,94,100,16.15,overcast clouds
536,Gari,RU,59.4307,62.3497,7.0,96,34,4.72,scattered clouds
537,Lasa,IT,46.6166,10.7002,28.36,78,71,2.53,broken clouds
538,Orlik,RU,52.5178,99.825,-43.83,92,23,1.97,few clouds
539,Orhei,MD,47.3831,28.8231,38.88,76,77,4.83,broken clouds
540,Novyy Urgal,RU,51.0736,132.5642,-38.36,100,100,1.28,overcast clouds
541,Den Helder,NL,52.9599,4.7593,37.98,88,100,8.05,overcast clouds
542,Shiraz,IR,29.6036,52.5388,40.44,65,45,0.0,scattered clouds
543,Ojinaga,MX,29.5667,-104.4167,62.56,24,0,0.0,clear sky
544,Faya,SA,18.3851,42.4509,51.91,64,3,1.7,clear sky
545,Sinazongwe,ZM,-17.2614,27.4618,70.38,96,100,3.49,moderate rain
546,Hazorasp,UZ,41.3194,61.0742,19.24,58,3,8.61,clear sky
547,Inirida,CO,3.8653,-67.9239,79.92,77,100,1.83,overcast clouds
548,Wisconsin Rapids,US,44.3836,-89.8174,22.17,89,100,4.61,overcast clouds
549,Omutninsk,RU,58.67,52.1932,-7.31,100,99,1.97,overcast clouds
550,Atbasar,KZ,51.8,68.3333,8.87,84,100,8.41,overcast clouds
551,Ballitoville,ZA,-29.539,31.2144,79.25,88,75,3.44,broken clouds
552,Sompeta,IN,18.9333,84.6,67.51,67,46,4.45,scattered clouds
553,Ketchikan,US,55.3422,-131.6461,39.18,93,100,19.57,light rain
554,Indramayu,ID,-6.3264,108.32,77.99,87,100,4.59,overcast clouds
555,Ayr,GB,55.4627,-4.6339,45.5,93,75,10.36,broken clouds
556,Brownsville,US,25.9018,-97.4975,75.09,40,0,9.22,clear sky
557,Kombai,IN,9.8333,77.3167,66.78,87,100,2.17,overcast clouds
558,Ngunguru,NZ,-35.6167,174.5,66.43,75,48,6.13,scattered clouds
559,Tambura,SS,5.6,27.4667,77.68,25,41,4.0,scattered clouds
560,Norden,DE,53.6,7.2,37.38,92,100,13.47,overcast clouds
561,Altamira,BR,-3.2033,-52.2064,87.89,62,20,5.75,few clouds
562,Husavik,IS,66.0449,-17.3389,24.94,64,60,25.01,broken clouds
563,Salinopolis,BR,-0.6136,-47.3561,77.9,88,96,11.52,moderate rain
564,Kahului,US,20.8947,-156.47,80.62,72,20,16.11,few clouds
565,Harenkarspel,NL,52.7342,4.7768,37.44,74,100,3.0,overcast clouds
566,Catuday,PH,16.2923,119.8062,75.07,77,75,8.86,broken clouds
567,Santa Lucia,ES,27.9117,-15.5407,59.76,77,40,21.85,scattered clouds
568,Copiapo,CL,-27.3667,-70.3333,67.69,37,0,9.73,clear sky
569,Siocon,PH,7.7061,122.1353,76.98,89,100,10.74,overcast clouds
570,Nakhon Phanom,TH,17.3333,104.4167,60.6,55,97,4.32,overcast clouds
571,At-Bashi,KG,41.1702,75.8106,-0.44,53,4,4.88,clear sky
572,Tecolutla,MX,20.4833,-97.0167,71.46,88,97,20.38,overcast clouds
573,Nurota,UZ,40.5614,65.6886,21.11,82,99,4.54,overcast clouds
574,Zavoaia,RO,44.95,27.4833,43.2,77,100,8.52,overcast clouds
575,Kamaishi,JP,39.2667,141.8833,29.59,57,65,4.47,broken clouds
576,Hualmay,PE,-11.0964,-77.6139,74.97,72,27,9.71,scattered clouds
577,Brewster,US,41.3973,-73.6171,40.28,75,100,5.75,overcast clouds
578,Mangochi,MW,-14.4782,35.2645,70.09,97,100,4.72,moderate rain
579,Bubaque,GW,11.2833,-15.8333,74.32,71,2,18.97,clear sky
580,Victor Harbor,AU,-35.5667,138.6167,59.68,85,46,6.26,scattered clouds
581,Nizhniy Kuranakh,RU,58.8353,125.4869,-29.7,95,100,5.97,overcast clouds
582,Sorong,ID,-0.8833,131.25,79.27,80,100,2.84,overcast clouds
583,Mastic Beach,US,40.7668,-72.8521,41.99,77,100,4.0,overcast clouds
584,Cangzhou,CN,38.3167,116.8667,24.82,83,67,7.76,broken clouds
585,Homer,US,59.6425,-151.5483,33.69,86,100,10.36,light snow
586,Ileza,RU,61.0533,43.9002,0.16,100,98,0.94,overcast clouds
587,Jonesboro,US,35.8423,-90.7043,44.29,81,100,6.91,overcast clouds
588,Porto Santo,PT,33.072,-16.3415,61.18,77,75,18.41,broken clouds
589,Marawi,PH,7.9986,124.2928,66.83,98,100,3.51,overcast clouds
590,Sedro-Woolley,US,48.5039,-122.2361,44.31,81,100,1.01,overcast clouds
591,Lardos,GR,36.0942,28.0157,55.22,72,0,2.42,clear sky
592,Nemuro,JP,43.3236,145.575,17.65,62,30,17.2,scattered clouds
593,Williston,US,48.147,-103.618,35.31,79,100,1.99,overcast clouds
594,Sekoma,BW,-24.4,23.8833,79.29,25,0,9.19,clear sky
595,Veraval,IN,20.9,70.3667,61.81,50,1,11.72,clear sky
596,Springbok,ZA,-29.6643,17.8865,67.03,60,2,3.02,clear sky
597,Tandil,AR,-37.3217,-59.1332,79.68,27,2,16.96,clear sky
598,Cururupu,BR,-1.8283,-44.8683,77.77,86,20,4.5,few clouds
599,Jega,NG,12.2175,4.3792,78.62,17,89,8.7,overcast clouds
600,Angoche,MZ,-16.2325,39.9086,76.32,90,97,5.95,light rain
601,Ossora,RU,59.2353,163.0719,11.5,95,100,9.51,overcast clouds
602,Victoria,HK,22.2855,114.1577,65.25,90,1,3.0,clear sky
603,Aksarka,RU,66.5606,67.7975,10.04,94,99,5.91,overcast clouds
604,Aswan,EG,24.0934,32.907,62.8,23,1,10.76,clear sky
605,Bandarbeyla,SO,9.4942,50.8122,74.93,67,72,18.66,broken clouds
606,Guarapari,BR,-20.6667,-40.4975,76.89,88,100,0.22,overcast clouds
607,Trairi,BR,-3.2778,-39.2689,79.59,79,32,9.15,scattered clouds
608,Vaitape,PF,-16.5167,-151.75,78.96,74,90,6.35,light rain
609,Tutoia,BR,-2.7619,-42.2744,79.9,81,62,11.07,broken clouds
610,Khandbari,NP,27.3747,87.2039,49.01,55,0,4.16,clear sky
611,Batagay-Alyta,RU,67.8006,130.4114,-21.5,93,99,1.54,overcast clouds
612,Cocobeach,GA,1.0002,9.5823,80.55,79,100,5.7,overcast clouds
613,Joshimath,IN,30.5667,79.5667,31.78,34,0,9.26,clear sky
614,Pizarro,CO,4.9533,-77.366,79.34,80,48,7.78,light rain
615,Rawson,AR,-43.3002,-65.1023,64.33,60,25,19.73,scattered clouds
616,Karpathos,GR,35.507,27.2132,57.16,72,0,6.91,clear sky
617,Richards Bay,ZA,-28.783,32.0377,73.0,89,4,3.38,clear sky
618,Paternion,AT,46.7142,13.6361,25.81,88,79,4.21,broken clouds
619,Jizan,SA,17.3333,42.6667,76.14,74,4,4.0,clear sky
620,Belyy Yar,RU,53.6039,91.3903,-23.91,69,100,0.0,smoke
621,Corinto,GR,37.9407,22.9573,56.89,87,55,4.99,broken clouds
622,Taltal,CL,-25.4,-70.4833,70.77,71,23,6.11,few clouds
623,Saquena,PE,-4.6667,-73.5167,80.04,84,28,4.07,scattered clouds
624,Vuktyl,RU,63.8567,57.3094,11.03,97,98,3.94,overcast clouds
625,Zirovnice,CZ,49.2532,15.1882,29.59,95,76,1.01,broken clouds
626,Astana,KZ,51.1801,71.446,3.15,72,96,8.95,overcast clouds
627,Torres,BR,-29.3353,-49.7269,79.83,85,90,1.1,overcast clouds
628,Nisia Floresta,BR,-6.0911,-35.2086,83.21,79,5,9.13,clear sky
629,San Isidro,PE,-12.1167,-77.05,74.79,69,0,10.36,clear sky
630,Marinette,US,45.1,-87.6307,23.49,86,100,3.6,overcast clouds
631,Horsham,GB,51.064,-0.3272,34.25,89,44,2.3,scattered clouds
632,Gopalpur,IN,19.2667,84.9167,65.98,79,10,5.39,clear sky
633,Pundaguitan,PH,6.3711,126.1689,76.21,91,100,7.63,overcast clouds
634,Pascagoula,US,30.3658,-88.5561,54.32,98,100,7.11,overcast clouds
635,Katherine,AU,-14.4667,132.2667,75.52,88,78,0.0,broken clouds
636,Labuhan,ID,-6.8844,112.2051,76.5,87,100,7.0,overcast clouds
637,Graaff-Reinet,ZA,-32.2522,24.5308,65.91,94,75,2.93,broken clouds
638,Bokoro,TD,12.3807,17.0568,76.33,15,100,11.43,overcast clouds
639,Chabahar,IR,25.2919,60.643,62.49,32,38,5.91,scattered clouds
640,Mwingi,KE,-0.9344,38.0601,65.01,87,100,4.43,overcast clouds
641,Waingapu,ID,-9.6567,120.2641,76.37,74,100,2.95,overcast clouds
642,Bulgan,MN,48.8125,103.5347,-28.55,92,15,3.94,few clouds
643,Ustrzyki Dolne,PL,49.4304,22.5938,31.98,100,47,1.81,scattered clouds
644,Yulara,AU,-25.2406,130.9889,79.63,21,5,12.64,clear sky
645,Birjand,IR,32.8663,59.2211,23.47,58,0,4.61,clear sky
646,Vostok,RU,46.4856,135.8833,-28.46,97,14,4.54,few clouds
647,Katobu,ID,-4.9408,122.5276,74.98,92,99,2.17,overcast clouds
648,Las Vegas,US,36.175,-115.1372,54.09,27,0,14.0,clear sky
649,Mantua,IT,45.1667,10.7833,38.98,84,100,1.99,overcast clouds
650,Tura,IN,25.5198,90.2201,56.84,52,4,3.49,clear sky
651,Safranbolu,TR,41.2508,32.6942,42.94,60,26,0.94,scattered clouds
652,Vicuna,CL,-30.0319,-70.7081,86.77,47,0,7.9,clear sky
653,Blairmore,CA,49.6,-114.4353,32.18,51,97,9.22,overcast clouds
654,Batemans Bay,AU,-35.7167,150.1833,66.09,76,99,5.1,overcast clouds
655,Lake Cowichan,CA,48.825,-124.0546,43.29,84,95,2.19,overcast clouds
656,Herat,AF,34.5,62.0,25.57,63,0,7.54,clear sky
657,Port Hedland,AU,-20.3167,118.5667,80.65,83,97,6.91,overcast clouds
658,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-3.41,65,75,6.71,light shower snow
659,Guymon,US,36.6828,-101.4816,44.6,36,0,11.5,clear sky
660,Gizo,SB,-8.103,156.8419,83.17,72,99,7.23,light rain
661,Imbituba,BR,-28.24,-48.6703,76.28,85,59,5.3,broken clouds
662,Zyryanka,RU,65.75,150.85,-33.56,98,100,9.31,overcast clouds
663,Umm Lajj,SA,25.0213,37.2685,70.5,57,2,8.23,clear sky
664,Caborca,MX,30.5838,-111.101,61.23,18,0,7.54,clear sky
665,Sarkand,KZ,45.41,79.9186,9.23,61,1,6.76,clear sky
666,Zhangye,CN,38.9342,100.4517,4.71,78,88,5.14,overcast clouds
667,Peoria,US,40.7667,-89.7668,36.1,92,100,5.75,overcast clouds
668,Puerto Ayacucho,VE,5.6639,-67.6236,84.13,56,100,8.84,overcast clouds
669,Kyshtovka,RU,56.555,76.6271,20.66,95,100,9.33,light snow
670,Aasiaat,GL,68.7098,-52.8699,3.74,97,100,7.23,light snow
671,Oga,IT,46.4631,10.347,20.8,91,80,4.59,broken clouds
672,Ewa Beach,US,21.3156,-158.0072,82.35,57,0,9.22,clear sky
673,Hervey Bay,AU,-25.2986,152.8535,77.16,65,24,9.73,few clouds
674,Gainesville,US,29.6516,-82.3248,78.94,72,75,17.27,broken clouds
675,Lancaster,US,40.2504,-76.2499,38.44,89,100,1.99,light rain
676,Wilmington Island,US,32.0036,-80.9737,60.89,97,100,5.75,moderate rain
677,Male,MV,4.1748,73.5089,82.35,74,75,18.41,broken clouds
678,Kristinehamn,SE,59.3098,14.1081,21.76,91,46,4.99,scattered clouds
679,Beringovskiy,RU,63.05,179.3167,-6.45,94,100,15.05,overcast clouds
680,Christchurch,NZ,-43.5333,172.6333,62.33,73,75,8.05,broken clouds
681,Yayva,RU,59.3303,57.2641,16.18,97,100,2.66,overcast clouds
682,Yining,CN,29.0361,114.5636,43.32,94,100,1.95,overcast clouds
683,Taitung,TW,22.7583,121.1444,68.7,78,69,9.04,broken clouds
684,Krasnoselkup,RU,65.7,82.4667,-5.85,97,100,11.23,overcast clouds
685,Auki,SB,-8.7676,160.7034,79.74,82,100,2.62,overcast clouds
686,Katsuura,JP,35.1333,140.3,44.92,92,100,15.5,overcast clouds
687,Muleba,TZ,-1.8397,31.6544,66.92,73,98,4.29,overcast clouds
688,Kalvarija,LT,54.4,23.2333,27.81,83,7,6.8,clear sky
689,Kristiansund,NO,63.1115,7.732,48.85,46,75,13.8,light intensity drizzle
690,Razdolinsk,RU,58.4211,94.6658,-23.89,91,100,2.73,overcast clouds
691,Dargaville,NZ,-35.9333,173.8833,69.66,65,88,6.02,overcast clouds
692,Tooele,US,40.5308,-112.2983,25.02,89,100,11.5,light snow
693,Suluq,LY,31.6682,20.2521,51.76,55,0,10.45,clear sky
694,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.16,80,100,10.36,overcast clouds
695,Gladstone,AU,-23.85,151.25,79.79,73,26,4.61,scattered clouds
696,Gerede,TR,40.8008,32.1969,36.28,60,70,3.02,broken clouds
697,Patos De Minas,BR,-18.5789,-46.5181,69.75,88,95,3.15,light rain
